image_url,latitude,longitude,scientific_name,common_name
https://static.inaturalist.org/photos/40622785/medium.jpg,23.4874584317,120.9429857591,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40620135/medium.jpeg,23.4549475638,120.9448459167,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40622348/medium.jpg,23.5664154726,120.8988538783,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/40622447/medium.jpeg,23.4063338258,120.8684912093,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40622540/medium.jpeg,23.567562709,120.944141621,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/40624458/medium.jpeg,23.4207698795,120.9820117163,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/40624156/medium.jpg,23.4994571103,120.9371488469,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40623896/medium.jpg,23.5741024448,120.9207564434,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40624141/medium.jpg,23.5966341973,120.9951523238,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/45394942/medium.jpg,23.4273381887,120.9628438002,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40625626/medium.jpeg,23.4366881584,120.9603323765,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/40626172/medium.jpeg,23.5569874974,120.9840043203,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/40626420/medium.jpeg,23.5696202716,120.9538642632,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/40626745/medium.jpeg,23.4411968144,120.9713641228,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40624720/medium.jpg,23.5669955699,120.9833497834,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40629810/medium.jpeg,23.5469448306,120.8356945516,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40724467/medium.jpg,23.5289450871,120.8800647822,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40724489/medium.jpeg,23.4518093017,120.8931390699,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40724567/medium.jpg,23.5526147235,120.9954089355,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40724590/medium.jpg,23.4093294771,120.8587131997,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40739789/medium.jpeg,23.5430901049,120.8656496291,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/40739807/medium.jpeg,23.5678557704,120.8204761307,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/41150323/medium.jpg,23.4208463295,119.623719605,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/41608711/medium.jpg,23.5630288447,120.9175428016,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/43978733/medium.jpg,23.4883472922,120.8378531295,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/43978832/medium.jpg,23.5279773526,120.9892882028,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/44481489/medium.jpg,22.1376087009,121.5332814468,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/51181036/medium.jpg,23.4096608831,120.8418675148,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/52062415/medium.jpeg,24.1226291543,121.2607081124,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/53536504/medium.jpg,23.9811086542,120.821436471,Silurus asotus,鯰
https://static.inaturalist.org/photos/54435759/medium.jpeg,24.2552345714,121.2875409709,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/54435770/medium.jpeg,24.3050563186,121.2026399154,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/55615546/medium.jpeg,23.5081929906,120.9341859939,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/55615664/medium.jpeg,23.5630979816,120.8133663833,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58033857/medium.jpeg,23.4872018109,120.920063495,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58034149/medium.jpeg,23.5118296207,120.8389185424,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58034204/medium.jpeg,23.4000445482,120.832844314,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58132158/medium.jpeg,24.5603071834,121.0604879695,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58214536/medium.jpeg,24.4121045923,121.2720954188,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58219360/medium.jpeg,24.488520999,121.1131778678,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58219381/medium.jpeg,24.4316996557,121.0412915904,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58219399/medium.jpeg,24.4069616359,121.1912052872,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58351917/medium.jpeg,23.4890556544,120.9020736982,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/58355534/medium.jpeg,24.7795701136,121.4996517963,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/63387785/medium.jpg,21.8004053726,120.602924016,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/63387790/medium.jpg,21.8022847364,120.7439101757,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/63387800/medium.jpg,21.8960582667,120.7836078343,Tridacna squamosa,鱗硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/63387807/medium.jpg,21.8340932201,120.7783833286,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/63482802/medium.jpeg,22.126949515,121.5376429935,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/71604153/medium.jpeg,23.5931022666,120.8126944099,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/71924916/medium.jpg,22.5881604294,120.5991743892,Cyprinus carpio,鯉魚
https://static.inaturalist.org/photos/73682097/medium.jpg,23.5541081528,120.8558005069,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/76511070/medium.jpg,23.584690995,120.9591736744,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/77002001/medium.jpg,24.1574902907,121.2893054003,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/77002018/medium.jpg,24.0105803051,121.224759251,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/77002144/medium.jpg,24.1777330383,121.0285001587,Hynobius formosanus,臺灣山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/78276854/medium.jpg,23.3624066973,120.9877798068,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/78500746/medium.jpg,23.5123260831,120.9217099339,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/78899899/medium.jpg,24.4383356433,121.1696048893,Hynobius fucus,觀霧山椒魚
https://static.inaturalist.org/photos/78899922/medium.jpg,24.4189525249,121.1445435703,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/81552671/medium.jpeg,22.6833980865,121.4540549315,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/81605933/medium.jpeg,22.6180547359,121.5768501992,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/87731001/medium.jpg,23.4334640403,120.9584488562,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/89519259/medium.jpeg,21.887707198,120.6117404191,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/91363025/medium.jpeg,24.1141412039,121.3768301971,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/94438499/medium.jpeg,24.021080543,121.3463824093,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/95164771/medium.jpg,24.083300557,121.3556556352,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/99940045/medium.jpg,24.0709911759,121.3497348473,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/102990251/medium.jpeg,22.6583805556,120.2872194444,Cyprinus carpio,鯉魚
https://inaturalist-open-data.s3.amazonaws.com/photos/105556287/medium.jpeg,21.8793737398,120.6852205238,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/105557214/medium.jpeg,21.8686890432,120.6342506193,Tridacna squamosa,鱗硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/105557280/medium.jpeg,21.8622844851,120.7066233363,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/106074005/medium.jpeg,21.8321585711,120.7058374042,Tridacna squamosa,鱗硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/106075007/medium.jpeg,21.9934594226,120.7748950459,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/106613890/medium.jpg,23.5831895146,120.8544607022,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/106749505/medium.jpeg,23.5080174067,120.9117282848,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/110379292/medium.jpg,23.4422202471,120.9304779565,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/113353875/medium.jpg,24.4200432009,121.069418817,Hynobius fucus,觀霧山椒魚
https://static.inaturalist.org/photos/113399592/medium.jpg,24.5974840403,121.0533179821,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/114411106/medium.jpg,24.5433100223,121.1889966237,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/119311684/medium.jpeg,22.6483826804,121.5535999753,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/120370885/medium.jpeg,24.2083987827,121.0740531033,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/120374957/medium.jpg,24.2540516109,121.0299419843,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/120577446/medium.jpeg,23.5804000833,120.8377861862,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/120603109/medium.jpeg,23.5071439824,120.8413956637,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/120603224/medium.jpeg,23.5574022533,120.9568240091,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/120608029/medium.jpeg,23.5169173358,120.8336473308,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/122470191/medium.jpeg,24.1706726305,120.6953426681,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/122474190/medium.jpeg,22.7894634764,121.4564741483,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/123528856/medium.jpg,23.4483988306,120.8231912583,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/123528937/medium.jpg,23.5036252869,120.8009163591,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/123529320/medium.jpg,22.843018002,120.992175727,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/123970665/medium.jpg,24.1351021409,120.6884486197,Silurus asotus,鯰
https://static.inaturalist.org/photos/132847710/medium.jpeg,24.05675408,121.2450311225,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/132847907/medium.jpeg,24.1536215829,121.3147591189,Hynobius formosanus,臺灣山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/133990013/medium.jpeg,24.79064873,121.0452513694,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/153039900/medium.jpeg,22.6412618121,121.485207348,Tridacna squamosa,鱗硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/156028168/medium.jpeg,24.1687890821,120.6010317413,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/156030132/medium.jpeg,24.0708522657,120.6184474226,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/156420718/medium.jpeg,23.1676580407,121.3045976909,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/157301521/medium.jpeg,22.1739695681,121.4047906773,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/157501055/medium.jpeg,24.0860488877,121.3803861105,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/157501784/medium.jpeg,24.0590119183,121.2250045193,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/158984194/medium.jpeg,23.4889582855,120.877220059,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/162854946/medium.jpeg,24.9054861017,121.0456510855,Silurus asotus,鯰
https://static.inaturalist.org/photos/163237962/medium.jpeg,24.249083092,121.0767473401,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/163240606/medium.jpg,24.2404482452,121.1323232812,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/163606353/medium.jpg,23.5866949081,120.9262630098,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/163747038/medium.jpg,23.5334799211,120.9015323074,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/164723989/medium.jpg,22.7188186682,121.5282818549,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/164850818/medium.jpg,22.7898999835,121.5073341661,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/170711386/medium.jpeg,24.1686164895,120.6913548506,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/170712102/medium.jpeg,24.1797534,120.6103649491,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/170712514/medium.jpeg,24.1898795868,120.6605066709,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/172460267/medium.jpeg,24.0654547724,121.2044353799,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/177323663/medium.jpeg,24.6311962026,121.4614399627,Hynobius fucus,觀霧山椒魚
https://static.inaturalist.org/photos/180019287/medium.jpeg,24.2144282863,121.0469232706,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/180019352/medium.jpeg,24.0582762256,121.0442524424,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/180019410/medium.jpeg,24.1932316119,121.1058572574,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/180019688/medium.jpeg,23.5309537282,120.9026692306,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/180019731/medium.jpeg,23.5769176849,120.8150123334,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/180019772/medium.jpeg,23.5492767524,120.8954185571,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/180019784/medium.jpeg,23.4172275169,120.9489800981,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/180019957/medium.jpeg,24.1508869671,121.2207884463,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/180020032/medium.jpeg,24.1428327049,121.293847341,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/180020034/medium.jpeg,24.122371552,121.3299870542,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/180020051/medium.jpeg,24.0962233625,121.2559070836,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/180020101/medium.jpeg,24.0957840442,121.2594416959,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/180020317/medium.jpeg,24.5888701572,121.0926211833,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/199433323/medium.jpg,24.4048243115,121.1083218731,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/207870461/medium.jpeg,24.6707310284,121.4964078443,Hynobius fucus,觀霧山椒魚
https://static.inaturalist.org/photos/214296055/medium.jpeg,24.1565586585,120.7161818914,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/223939163/medium.jpeg,23.4872497654,120.8763264647,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/228911233/medium.jpeg,22.7107124069,120.7589036343,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/232060493/medium.jpeg,25.0551775064,121.8728514948,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/239277535/medium.jpg,23.5234245145,120.9865372446,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/239277631/medium.jpeg,23.5054589657,120.9503678295,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/241406541/medium.jpg,23.4532123928,120.8012999092,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/245465962/medium.jpg,23.5533434122,119.6838688077,Tridacna squamosa,鱗硨磲蛤
https://static.inaturalist.org/photos/260044157/medium.jpg,24.1455110244,121.2720737146,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/270463911/medium.jpg,23.5804432303,120.994841057,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/285740498/medium.jpeg,22.6792410374,121.5239105714,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/302132321/medium.jpg,23.3596622304,120.898123712,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/307680175/medium.jpg,24.6856213893,121.5164757712,Hynobius fucus,觀霧山椒魚
https://static.inaturalist.org/photos/190627853/medium.jpeg,23.4876223164,120.8967030029,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/190641831/medium.jpeg,21.8818125614,120.6807610973,Tridacna squamosa,鱗硨磲蛤
https://static.inaturalist.org/photos/190751796/medium.jpg,23.5857920262,120.867474371,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/196501264/medium.jpeg,23.5408548512,120.9785435429,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/196501742/medium.jpeg,23.4406720344,120.9696224685,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/196501790/medium.jpeg,23.4358548127,120.9143409854,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/196504492/medium.jpeg,23.5871931713,120.8764615731,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/196504571/medium.jpeg,23.405376435,120.8919372605,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/199768693/medium.jpg,23.5102210324,120.9677158408,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/199976026/medium.jpg,24.473842645,121.2018372356,Hynobius fucus,觀霧山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/207869907/medium.jpeg,23.5282231069,120.8444046638,Hynobius arisanensis,阿里山山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/221636322/medium.jpeg,21.9462039115,120.671974246,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/221637100/medium.jpeg,21.9784231736,120.7421261453,Tridacna squamosa,鱗硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/221642833/medium.jpeg,21.9225761018,120.7791681358,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/225428961/medium.jpg,24.0532299212,121.3759715427,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/227793722/medium.jpeg,24.089838822,121.2800255295,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/230139286/medium.jpg,24.6819333333,121.7082333333,Cyprinus carpio,鯉魚
https://static.inaturalist.org/photos/230606523/medium.jpg,24.1952214425,121.3791051776,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/231465908/medium.jpeg,24.3976132149,120.8655205927,Hynobius formosanus,臺灣山椒魚
https://static.inaturalist.org/photos/239631990/medium.jpeg,24.0157372368,121.2381398605,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/241878241/medium.jpg,24.0645206053,121.3602389033,Hynobius sonani,楚南氏山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/243502365/medium.jpg,24.91393103,121.5331621,Cyprinus carpio,鯉魚
https://static.inaturalist.org/photos/243648739/medium.jpg,23.5378926941,120.8620624491,Hynobius arisanensis,阿里山山椒魚
https://static.inaturalist.org/photos/245260222/medium.jpg,23.5647965985,119.7725592807,Tridacna squamosa,鱗硨磲蛤
https://static.inaturalist.org/photos/245262670/medium.jpg,23.4489127494,119.7051951296,Tridacna squamosa,鱗硨磲蛤
https://static.inaturalist.org/photos/245514959/medium.jpg,21.993795687,120.7741109149,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/245515039/medium.jpg,21.8254945397,120.706592912,Tridacna squamosa,鱗硨磲蛤
https://static.inaturalist.org/photos/245516276/medium.jpg,23.5820533023,119.7945562687,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/245516362/medium.jpg,23.5063747622,119.7341539974,Tridacna squamosa,鱗硨磲蛤
https://static.inaturalist.org/photos/245518596/medium.jpg,23.4802215494,119.7037561904,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/245814274/medium.jpg,24.4434742017,121.0117157014,Hynobius fucus,觀霧山椒魚
https://static.inaturalist.org/photos/245837924/medium.jpg,23.4566560581,119.7827115435,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/245985350/medium.jpg,23.5737306539,119.7535718963,Tridacna maxima,長硨磲蛤
https://static.inaturalist.org/photos/247487239/medium.jpg,23.4772539546,119.7851742942,Tridacna maxima,長硨磲蛤
https://inaturalist-open-data.s3.amazonaws.com/photos/250196810/medium.jpeg,24.9568824547,121.500728525,Cyprinus carpio,鯉魚
https://inaturalist-open-data.s3.amazonaws.com/photos/253080072/medium.jpeg,24.9562679099,121.5004435592,Cyprinus carpio,鯉魚
https://inaturalist-open-data.s3.amazonaws.com/photos/255803662/medium.jpeg,25.0999622387,121.4596794454,Cyprinus carpio,鯉魚
https://inaturalist-open-data.s3.amazonaws.com/photos/264234805/medium.jpeg,24.0525873183,121.2135693196,Hynobius sonani,楚南氏山椒魚
https://static.inaturalist.org/photos/264945016/medium.jpg,24.2038305732,121.2930379127,Hynobius glacialis,南湖山椒魚
https://inaturalist-open-data.s3.amazonaws.com/photos/265389636/medium.jpg,24.3287459854,120.6014771478,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/267796666/medium.jpg,23.9172694239,120.672277923,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/268423667/medium.jpg,24.2356328539,120.7654242668,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/268423672/medium.jpg,24.2057636635,120.7705827825,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/268423677/medium.jpg,24.3773781134,120.7125211083,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/268423686/medium.jpg,24.2375142322,120.627035384,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/268423689/medium.jpg,24.3082849338,120.6455437093,Silurus asotus,鯰
https://inaturalist-open-data.s3.amazonaws.com/photos/268423693/medium.jpg,24.2753836559,120.7836774744,Silurus asotus,鯰
