image_url,latitude,longitude,scientific_name,common_name,place_guess
https://inaturalist-open-data.s3.amazonaws.com/photos/5584628/medium.jpeg,24.989325156,121.5219193477,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584712/medium.jpeg,24.916964544,121.4749994934,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584727/medium.jpeg,24.8989582006,121.4220635247,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584784/medium.jpeg,24.866238282,121.5669436631,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584828/medium.jpeg,24.9677078423,121.5735767099,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584831/medium.jpeg,24.9877809005,121.4268746906,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584835/medium.jpeg,24.9895998535,121.4873438302,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5584839/medium.jpeg,24.8792468031,121.589657508,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/5604765/medium.jpeg,23.9695522357,120.8628411769,Pelophylax fukienensis,福建側褶蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/13728955/medium.jpeg,23.8922681498,120.9544431222,Pelophylax fukienensis,福建側褶蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/5650314/medium.jpg,23.9455634028,120.6855542157,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/5818622/medium.jpg,23.683025571,120.6743034121,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/5997228/medium.jpg,23.9090802242,120.7973641603,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/6018482/medium.jpg,23.7668887953,120.6040973865,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/6271090/medium.jpg,23.7307135565,120.7099228417,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/6441919/medium.jpeg,23.9671646035,120.8186683803,Zhangixalus taipeianus,臺北樹蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/6657693/medium.jpg,23.6462401756,120.6391505771,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/6931971/medium.jpg,23.6423521872,120.6444534717,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/6949923/medium.jpg,23.6289160399,120.7001453241,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7005228/medium.jpg,23.6575338345,120.6093394351,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7005239/medium.jpg,23.7034691616,120.6895575824,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7005258/medium.jpg,23.6629464825,120.6779559108,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7005265/medium.jpg,23.7407828558,120.6888165288,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7005271/medium.jpg,23.6578239595,120.6815885439,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7005275/medium.jpg,23.7367005981,120.6766657816,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7024021/medium.jpg,23.7309279214,120.6058293512,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7024045/medium.jpg,23.7565961632,120.7525337253,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7024048/medium.jpg,23.6969740971,120.7297255972,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7024067/medium.jpg,23.7400076325,120.6380153906,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7024089/medium.jpg,23.7279016703,120.6709183881,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7024095/medium.jpg,23.7255593603,120.7688729521,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555177/medium.jpg,23.6395577463,120.7478642249,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555201/medium.jpg,23.6679933956,120.7766256529,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555204/medium.jpg,23.7057599096,120.7931637842,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555206/medium.jpg,23.7549318785,120.7024631335,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555212/medium.jpg,23.7673443679,120.7024976221,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555217/medium.jpg,23.7194272521,120.7124715852,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555226/medium.jpg,23.6950272279,120.7676279595,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7555339/medium.jpg,23.8308472485,120.6800598173,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578700/medium.jpeg,23.7888306209,120.6620927627,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578701/medium.jpeg,23.7327199808,120.7472159665,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578702/medium.jpeg,23.797171825,120.618943554,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578703/medium.jpeg,23.7115333431,120.7751009215,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578704/medium.jpeg,23.6684791879,120.7078266378,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578705/medium.jpeg,23.7837956792,120.7990795695,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578706/medium.jpeg,23.783847685,120.729942421,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7578707/medium.jpeg,23.6971429552,120.7368368675,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7578832/medium.jpg,23.918364447,120.8535455978,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596172/medium.jpeg,23.6086289292,120.7304903469,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596174/medium.jpeg,23.9796278302,120.7712140965,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596176/medium.jpeg,23.7654209692,120.658579816,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596180/medium.jpeg,23.6552689828,120.7567073913,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596183/medium.jpeg,23.8088690107,120.7021312907,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596184/medium.jpeg,23.8087726804,120.6180030624,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7596188/medium.jpeg,23.9808220464,120.7151154957,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7606580/medium.jpeg,23.7228975732,120.7683995513,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7612945/medium.jpeg,23.6583583471,120.7710150895,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7612946/medium.jpeg,23.7036991778,120.7285419856,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7612947/medium.jpeg,23.6500276815,120.6546394813,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7612949/medium.jpeg,23.6061607698,120.6782529374,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7613128/medium.jpg,23.7165305797,120.6290279518,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7613133/medium.jpg,23.8127956647,120.6914338632,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7623943/medium.jpeg,23.7202403916,120.7303112376,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7624142/medium.jpeg,23.7954011509,120.7533509171,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7627908/medium.jpg,23.9530994071,120.6365923688,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7628179/medium.jpg,23.860860946,120.9480926412,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643155/medium.jpg,23.6398868494,120.7650202002,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643170/medium.jpg,23.6413998584,120.7853288912,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643345/medium.jpg,23.7100542017,120.7382523074,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643384/medium.jpg,23.6892799602,120.6456373282,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643388/medium.jpg,23.7400728872,120.6554068266,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643494/medium.jpg,23.6467171564,120.7470928931,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643497/medium.jpg,23.6328211761,120.7637440546,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643501/medium.jpg,23.7069749585,120.6131787384,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643511/medium.jpg,23.7533671847,120.7770218116,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643514/medium.jpg,23.7739587044,120.6692116399,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643517/medium.jpg,23.7669189785,120.6085159412,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7643525/medium.jpg,23.6362658906,120.6614021471,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643922/medium.jpg,23.6088372236,120.7349904726,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643926/medium.jpg,23.7482607088,120.6994397821,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643930/medium.jpg,23.6688070885,120.6792246371,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643933/medium.jpg,23.6912000477,120.676450739,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643957/medium.jpg,23.7596110054,120.790530713,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643964/medium.jpg,23.6140125868,120.7039813189,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643967/medium.jpg,23.7952743538,120.6904064991,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643971/medium.jpg,23.6955794131,120.6023026214,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643973/medium.jpg,23.700729724,120.7781560838,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643974/medium.jpg,23.7843829104,120.6336582914,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643975/medium.jpg,23.6847992891,120.7824540189,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643976/medium.jpg,23.6460179198,120.6108117552,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643979/medium.jpg,23.6553969363,120.6503517784,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643981/medium.jpg,23.6839765354,120.7024316747,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/7643984/medium.jpg,23.7520534865,120.7459880053,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666220/medium.jpg,23.6323953872,120.7077123441,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666224/medium.jpg,23.6643896649,120.7106410056,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666227/medium.jpg,23.7460141646,120.7937527486,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666230/medium.jpg,23.6644202144,120.6277443897,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666233/medium.jpg,23.6150160343,120.7190247385,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666237/medium.jpg,23.783858289,120.7926356831,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666240/medium.jpg,23.6176638365,120.6595696397,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666244/medium.jpg,23.6594094665,120.7901407274,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666249/medium.jpg,23.6959492308,120.672038904,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666259/medium.jpg,23.6162353982,120.670084281,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/7666265/medium.jpg,23.7311980668,120.7907925677,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/8277656/medium.jpg,23.9399921381,120.6155492437,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/8297289/medium.jpg,23.9635354133,120.7177142347,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/8383432/medium.jpg,23.8828477943,120.7553024923,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/8384743/medium.jpeg,23.9470591697,120.6697628836,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/9025032/medium.jpg,23.9657408834,120.8909955191,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/9125972/medium.jpeg,23.976044818,120.6776619311,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/9174134/medium.jpg,23.6230680906,120.7987165691,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/9174159/medium.jpg,23.6900484068,120.6023240417,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/9312635/medium.jpg,23.927838963,120.8809975162,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/12783377/medium.jpg,25.0371076006,121.5905760487,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/12972477/medium.jpg,25.0497489988,121.4632655091,Pelophylax fukienensis,福建側褶蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/12991341/medium.jpg,23.3397049255,121.0515912314,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/13168761/medium.jpg,25.0961056424,121.4759953081,Rana longicrus,長腳赤蛙,Taiwan
https://static.inaturalist.org/photos/14461036/medium.jpg,25.2680609254,121.5409633269,Rana longicrus,長腳赤蛙,Taiwan
https://static.inaturalist.org/photos/14487757/medium.jpeg,24.9934859613,121.5979917514,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://static.inaturalist.org/photos/14492499/medium.jpg,23.4828215313,120.7472906494,Hynobius arisanensis,阿里山山椒魚,"Taiwan, TW"
https://static.inaturalist.org/photos/14492548/medium.jpg,24.2917704748,120.8292839776,Hynobius sonani,楚南氏山椒魚,Taiwan
https://static.inaturalist.org/photos/14522171/medium.jpg,24.2349315812,120.8167225931,Hynobius formosanus,臺灣山椒魚,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/17687530/medium.jpg,22.6827304132,121.5649299053,Tridacna maxima,長硨磲蛤,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/17735276/medium.jpg,22.765910883,120.2138225047,Micryletta steinegeri,史丹吉氏小雨蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/17735291/medium.jpg,22.7681574732,120.3187458865,Micryletta steinegeri,史丹吉氏小雨蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/18347900/medium.jpg,24.9907006843,121.5605132893,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://static.inaturalist.org/photos/19102199/medium.jpeg,23.7842834294,120.5490582115,Zhangixalus arvalis,諸羅樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/19234353/medium.jpg,24.4001746144,121.193705314,Hynobius fucus,觀霧山椒魚,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/19329269/medium.jpg,23.7320246666,120.3115997336,Zhangixalus arvalis,諸羅樹蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/19590190/medium.jpeg,24.520960923,121.1858424323,Hynobius fucus,觀霧山椒魚,"Taiwan, TW"
https://static.inaturalist.org/photos/19590194/medium.jpeg,24.5142641145,121.0782070595,Hynobius fucus,觀霧山椒魚,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/19685599/medium.jpeg,23.7230237307,120.6998301461,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/19741274/medium.jpg,25.1625809149,121.5447088007,Pelophylax fukienensis,福建側褶蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/19834052/medium.jpeg,23.5067280495,120.507837622,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/19834119/medium.jpeg,23.5788704545,120.5854488061,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/19911810/medium.jpeg,23.7205361487,120.5692688142,Zhangixalus arvalis,諸羅樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20015808/medium.jpeg,24.7930964347,121.6068604899,Zhangixalus prasinatus,翡翠樹蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/20432768/medium.jpg,24.8215807533,121.0595140806,Rana longicrus,長腳赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/20437992/medium.jpeg,24.9608005505,121.1797230424,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20449466/medium.jpeg,25.0281818028,121.5888080532,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20456314/medium.jpeg,24.6866824286,121.5383590088,Rana sauteri,梭德氏赤蛙,Taiwan
https://static.inaturalist.org/photos/20531430/medium.jpg,24.8797943478,121.4419944358,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://static.inaturalist.org/photos/20543270/medium.jpg,24.9897230495,121.6564668171,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20669661/medium.jpg,23.9445939289,120.826323786,Micryletta steinegeri,史丹吉氏小雨蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/20826346/medium.jpeg,24.8094957657,121.520539933,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://static.inaturalist.org/photos/20826351/medium.jpeg,24.9291316584,121.470726911,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://static.inaturalist.org/photos/20826356/medium.jpeg,24.8904689114,121.4677724421,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20830050/medium.jpeg,23.0211895874,120.5099203701,Rana sauteri,梭德氏赤蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20871009/medium.jpeg,24.7137462518,121.774179839,Zhangixalus prasinatus,翡翠樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20871015/medium.jpeg,24.6293926051,121.7431373366,Zhangixalus prasinatus,翡翠樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20871020/medium.jpeg,24.6978668351,121.7912912995,Zhangixalus prasinatus,翡翠樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20872982/medium.jpeg,25.1931309805,121.5475792708,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20872990/medium.jpeg,25.1372447978,121.5349382142,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20875353/medium.jpeg,23.4722358344,120.8454466549,Hynobius arisanensis,阿里山山椒魚,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20875422/medium.jpeg,23.5374054541,120.9536987492,Hynobius arisanensis,阿里山山椒魚,"Taiwan, TW"
https://static.inaturalist.org/photos/20928866/medium.jpg,24.8656608159,121.6076209494,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://static.inaturalist.org/photos/20930634/medium.jpeg,24.1365964457,121.3419004566,Hynobius sonani,楚南氏山椒魚,"Taiwan, TW"
https://static.inaturalist.org/photos/20937772/medium.jpg,24.9793293911,121.4045968996,Zhangixalus prasinatus,翡翠樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/20975016/medium.jpg,24.4371407136,121.0060092596,Hynobius fucus,觀霧山椒魚,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/20988455/medium.jpeg,24.5315081741,120.8239106953,Rana longicrus,長腳赤蛙,"Taiwan, TW"
https://static.inaturalist.org/photos/21052458/medium.jpg,24.7700500269,121.6490712584,Zhangixalus prasinatus,翡翠樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/21094922/medium.jpeg,23.5690639051,120.9995831339,Rana sauteri,梭德氏赤蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/21112365/medium.jpeg,23.1942711088,120.401916193,Micryletta steinegeri,史丹吉氏小雨蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/21162459/medium.jpeg,24.7065698415,120.9977928166,Rana longicrus,長腳赤蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/21264966/medium.jpeg,23.6493456754,120.5960501007,Zhangixalus arvalis,諸羅樹蛙,"Taiwan, TW"
https://inaturalist-open-data.s3.amazonaws.com/photos/21374012/medium.jpeg,25.0807448838,121.5816944409,Rana longicrus,長腳赤蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/22537695/medium.jpeg,25.011796885,121.4097487267,Zhangixalus taipeianus,臺北樹蛙,Taiwan
https://inaturalist-open-data.s3.amazonaws.com/photos/21504679/medium.jpeg,25.0126728546,121.5408840182,Rana longicrus,長腳赤蛙,Taiwan
